Pais,Ciudad,Region,ID_Ubi
Afghanistan,Badakhshan,Fayzabad,1001
Afghanistan,Badakhshan,Mazar,1002
Afghanistan,Bamyan,Bamyan,1003
Afghanistan,Faryab,Maymana,1004
Afghanistan,Ghor,Ghor,1005
Afghanistan,Hirat,Hirat,1006
Afghanistan,Kabul,Kabul,1007
Afghanistan,Kandahar,Kandahar,1008
Afghanistan,Nangarhar,Jalalabad,1009
Afghanistan,Paktya,Gardez,1010
Afghanistan,Daykundi,Nili,1011
Algeria,Alger,Algiers,1012
Algeria,Tindouf,Tindouf,1013
Algeria,Tindouf,Samara,1014
Algeria,Tindouf,Dakhla,1015
Algeria,Tindouf,Boujdour,1016
Algeria,Tindouf,Auserd,1017
Algeria,Tindouf,Layoun,1018
Armenia,NA,National Average,1019
Armenia,NA,Artashat,1020
Armenia,NA,Gavar,1021
Armenia,NA,Vanadzor,1022
Armenia,NA,Armavir,1023
Armenia,NA,Kapan,1024
Armenia,NA,Berd,1025
Armenia,NA,Yeghegnadzor,1026
Armenia,NA,Yerevan,1027
Azerbaijan,NA,National Average,1028
Bangladesh,Barisal,Barisal Division,1029
Bangladesh,Chittagong,Chittagong Division,1030
Bangladesh,Dhaka,Dhaka Division,1031
Bangladesh,Khulna,Khulna Division,1032
Bangladesh,Rajshahi,Rajshahi Division,1033
Bangladesh,Sylhet,Sylhet Division,1034
Bassas da India,NA,National Average,1035
Bassas da India,NA,Port Blair,1036
Bassas da India,NA,Hyderabad,1037
Bassas da India,NA,Vijaywada,1038
Bassas da India,NA,Itanagar,1039
Bassas da India,NA,Guwahati,1040
Bassas da India,NA,Bhagalpur,1041
Bassas da India,NA,Patna,1042
Bassas da India,NA,Delhi,1043
Bassas da India,NA,Panaji,1044
Bassas da India,NA,Ahmedabad,1045
Bassas da India,NA,Rajkot,1046
Bassas da India,NA,Hisar,1047
Bassas da India,NA,Karnal,1048
Bassas da India,NA,Gurgaon,1049
Bassas da India,NA,Panchkula,1050
Bassas da India,NA,Mandi,1051
Bassas da India,NA,Shimla,1052
Bassas da India,NA,Bengaluru,1053
Bassas da India,NA,Dharwad,1054
Bassas da India,NA,Ernakulam,1055
Bassas da India,NA,T.Puram,1056
Bassas da India,NA,Tiruvanantapuram,1057
Bassas da India,NA,Kozhidoke,1058
Bassas da India,NA,Bhopal,1059
Bassas da India,NA,Indore,1060
Bassas da India,NA,Gwalior,1061
Bassas da India,NA,Jabalpur,1062
Bassas da India,NA,Mumbai,1063
Bassas da India,NA,Nagpur,1064
Bassas da India,NA,Raipur,1065
Bassas da India,NA,Shillong,1066
Bassas da India,NA,Aizwal,1067
Bassas da India,NA,Dimapur,1068
Bassas da India,NA,Kohima,1069
Bassas da India,NA,Bhubaneshwar,1070
Bassas da India,NA,Cuttack,1071
Bassas da India,NA,Sambalpur,1072
Bassas da India,NA,Rourkela,1073
Bassas da India,NA,Amritsar,1074
Bassas da India,NA,Ludhiana,1075
Bassas da India,NA,Bathinda,1076
Bassas da India,NA,Jaipur,1077
Bassas da India,NA,Jodhpur,1078
Bassas da India,NA,Kota,1079
Bassas da India,NA,Chennai,1080
Bassas da India,NA,Dindigul,1081
Bassas da India,NA,Thiruchirapalli,1082
Bassas da India,NA,Agartala,1083
Bassas da India,NA,Agra,1084
Bassas da India,NA,Kanpur,1085
Bassas da India,NA,Lucknow,1086
Bassas da India,NA,Varanasi,1087
Bassas da India,NA,Kolkata,1088
Bassas da India,NA,Siliguri,1089
Bassas da India,NA,Srinagar,1090
Bassas da India,NA,Jammu,1091
Bassas da India,NA,Chandigarh,1092
Bassas da India,NA,Ranchi,1093
Bassas da India,NA,Puducherry,1094
Bassas da India,NA,Dehradun,1095
Benin,Alibori,Malanville (CBM),1096
Benin,Alibori,Banikoara,1097
Benin,Atakora,Kérou,1098
Benin,Atakora,Tanguiéta,1099
Benin,Atakora,Natitingou,1100
Benin,Borgou,Sinendé,1101
Benin,Borgou,Kalalé,1102
Benin,Borgou,Nikki,1103
Benin,Borgou,N'Dali,1104
Benin,Borgou,Parakou,1105
Benin,Collines,Savalou,1106
Benin,Collines,Glazoué,1107
Benin,Couffo,Azovè,1108
Benin,Donga,Djougou,1109
Benin,Littoral,Dantokpa,1110
Benin,Mono,Comè,1111
Benin,Oueme,Ouando,1112
Benin,Plateau,Kétou,1113
Benin,Plateau,Pobè,1114
Benin,Zou,Bohicon,1115
Bhutan,NA,National Average,1116
Bolivia,Pando,Cobija,1117
Bolivia,Beni,Trinidad,1118
Bolivia,Chuquisaca,Sucre,1119
Bolivia,Cochabamba,Cochabamba City,1120
Bolivia,La Paz,La Paz City,1121
Bolivia,Oruro,Oruro City,1122
Bolivia,Potosi,Potosi,1123
Bolivia,Santa Cruz,Santa Cruz City,1124
Bolivia,Tarija,Tarija City,1125
Burkina Faso,Boucle Du Mouhoun,Tougan,1126
Burkina Faso,Boucle Du Mouhoun,Dedougou,1127
Burkina Faso,Cascades,Banfora,1128
Burkina Faso,Centre,Ouagadougo (Sankaryare),1129
Burkina Faso,Centre-est,Tenkodogo,1130
Burkina Faso,Centre-est,Pouytenga,1131
Burkina Faso,Centre-nord,Kongoussi,1132
Burkina Faso,Centre-nord,Kaya,1133
Burkina Faso,Centre-ouest,Koudougou,1134
Burkina Faso,Centre-ouest,Leo,1135
Burkina Faso,Centre-sud,Guelwongo,1136
Burkina Faso,Est,Fada N'Gourma,1137
Burkina Faso,Est,Kantchari (CBM),1138
Burkina Faso,Est,Namouno (CBM),1139
Burkina Faso,Hauts-bassins,Nieneta,1140
Burkina Faso,Nord,Gourcy,1141
Burkina Faso,Nord,Ouahigouya,1142
Burkina Faso,Plateau Central,Bousse,1143
Burkina Faso,Sahel,Djibo,1144
Burkina Faso,Sahel,Dori,1145
Burkina Faso,Sahel,Gorom Gorom,1146
Burkina Faso,Sud-ouest,Diebougou,1147
Burundi,Bubanza,Musenyi,1148
Burundi,Bujumbura Mairie,Bujumbura,1149
Burundi,Bujumbura Mairie,Sogemac (central market Bujumbura),1150
Burundi,Cibitoke,Rugombo,1151
Burundi,Gitega,Gitega,1152
Burundi,Kirundo,Kirundo,1153
Burundi,Muyinga,Muyinga,1154
Burundi,Ngozi,Ngozi,1155
Burundi,Ruyigi,Ruyigi,1156
Cambodia,Banteay Meanchey,Banteay Meanchey,1157
Cambodia,Banteay Meanchey,Serei Saophoan,1158
Cambodia,Banteay Meanchey,Thma Puok,1159
Cambodia,Battambang,Battambang,1160
Cambodia,Kampong Cham,Kampong Cham,1161
Cambodia,Kampong Cham,Pha'av,1162
Cambodia,Kampong Cham,Boeung Kok,1163
Cambodia,Kampong Chhnang,Kampong Chhnang,1164
Cambodia,Kampong Chhnang,Sala Lekh Pram,1165
Cambodia,Kampong Speu,Central Market (KSP),1166
Cambodia,Kampong Speu,Bat Doeng,1167
Cambodia,Kampong Speu,Kampong Speu,1168
Cambodia,Kampong Thom,Kampong Thum,1169
Cambodia,Kampong Thom,Kampong Chheuteal,1170
Cambodia,Kampot,Kampot,1171
Cambodia,Kandal,S'ang,1172
Cambodia,Kandal,Ta Khmau,1173
Cambodia,Kratie,Kratie,1174
Cambodia,Preah Sihanouk,Preah Sihanouk,1175
Cambodia,Mondul Kiri,Mondul Kiri,1176
Cambodia,Otdar Meanchey,Anlong Veng,1177
Cambodia,Otdar Meanchey,Samroang,1178
Cambodia,Otdar Meanchey,Oddar Meanchey,1179
Cambodia,Pailin,Pailin,1180
Cambodia,Phnom Penh,Phnom Penh,1181
Cambodia,Preah Vihear,Preah Vihear,1182
Cambodia,Prey Veng,Prey Veng,1183
Cambodia,Prey Veng,Chheu Kach Thmei,1184
Cambodia,Pursat,Chheu Tom,1185
Cambodia,Pursat,Central Market (PST),1186
Cambodia,Pursat,Pursat,1187
Cambodia,Siem Reap,Siem Reap,1188
Cambodia,Siem Reap,Kralanh,1189
Cambodia,Siem Reap,Psa Leu,1190
Cambodia,Stung Treng,Stung Treng,1191
Cambodia,Svay Rieng,Svay Rieng,1192
Cambodia,Takeo,Takeo,1193
Cameroon,Adamaoua,Batoua Godolé,1194
Cameroon,Adamaoua,Meiganga,1195
Cameroon,Adamaoua,Ngaoui,1196
Cameroon,Adamaoua,Yamba,1197
Cameroon,Est,Bertoua 2,1198
Cameroon,Est,Bertoua 1,1199
Cameroon,Est,Betare Oya,1200
Cameroon,Est,Guiwa Yangamo,1201
Cameroon,Est,Mandjou,1202
Cameroon,Est,Ndokayo,1203
Cameroon,Est,Tongo Gandima,1204
Cameroon,Est,Batouri,1205
Cameroon,Est,Gbiti,1206
Cameroon,Est,Kétté,1207
Cameroon,Est,Garoua Boulaï,1208
Cameroon,Extreme - Nord,Kousseri,1209
Cameroon,Extreme - Nord,Logone-Birni,1210
Cameroon,Extreme - Nord,Mada,1211
Cameroon,Extreme - Nord,Maroua,1212
Cameroon,Extreme - Nord,Yagoua,1213
Cameroon,Extreme - Nord,Kaele,1214
Cameroon,Extreme - Nord,Mora,1215
Cameroon,Extreme - Nord,Mokolo,1216
Cameroon,Nord,Ngong,1217
Cameroon,Nord,Pitoa,1218
Cameroon,Nord,Adoumri,1219
Cameroon,Nord,Pintchoumba,1220
Cameroon,Nord,Godé,1221
Cameroon,Nord,Poli,1222
Cameroon,Nord,Guider,1223
Cameroon,Nord,Figuil,1224
Cameroon,Nord,Mayo Oulo,1225
Cameroon,Nord,Mbaiboum,1226
Cameroon,Nord,Rey Bouba,1227
Cameroon,Nord,Madingring,1228
Cameroon,Nord,Garoua,1229
Cape Verde,Santiago,Santiago,1230
Cape Verde,Santo Antao,Santo Antao,1231
Cape Verde,Sao Vicente,Sao Vicente,1232
Central African Republic,Haut-Mbomou,Zemio,1233
Central African Republic,Haut-Mbomou,Obo,1234
Central African Republic,Haute-Kotto,Bria,1235
Central African Republic,Kemo,Sibut,1236
Central African Republic,Lobaye,Mbaïki,1237
Central African Republic,Mambere-Kadei,Gamboula,1238
Central African Republic,Mambere-Kadei,Berbérati,1239
Central African Republic,Mambere-Kadei,Carnot,1240
Central African Republic,Mbomou,Bangassou,1241
Central African Republic,Nana-Gribizi,Kaga-Bandoro,1242
Central African Republic,Nana-Mambere,Bouar,1243
Central African Republic,Nana-Mambere,Baoro,1244
Central African Republic,Ombella M'Poko,Bimbo,1245
Central African Republic,Ombella M'Poko,Bossembélé,1246
Central African Republic,Ombella M'Poko,Yaloké,1247
Central African Republic,Ombella M'Poko,Bossemptélé,1248
Central African Republic,Ombella M'Poko,Bégoua,1249
Central African Republic,Ouaka,Bambari,1250
Central African Republic,Ouham,Bossangoa,1251
Central African Republic,Ouham,Bouca,1252
Central African Republic,Ouham Pende,Paoua,1253
Central African Republic,Ouham Pende,Bozoum,1254
Central African Republic,Ouham Pende,Bocaranga,1255
Central African Republic,Sangha-Mbaere,Nola,1256
Central African Republic,Bangui,Bangui,1257
Chad,NA,National Average,1258
Chad,NA,Biltine,1259
Chad,NA,Iriba,1260
Chad,NA,Mongo,1261
Chad,NA,Bol,1262
Chad,NA,Benoye,1263
Chad,NA,Mba├»namar,1264
Chad,NA,Am Timan,1265
Chad,NA,Aboudeia,1266
Chad,NA,Oum Hadjer,1267
Chad,NA,Ati,1268
Chad,NA,Bousso,1269
Chad,NA,Bokoro,1270
Chad,NA,Ndjamena,1271
Chad,NA,Massakory,1272
Chad,NA,Mandelia,1273
Chad,NA,Moussoro,1274
Chad,NA,Mao,1275
Chad,NA,Nokou,1276
Chad,NA,Ngouri,1277
Chad,NA,Moundou,1278
Chad,NA,Gore,1279
Chad,NA,Doba,1280
Chad,NA,Mba├»bokoum,1281
Chad,NA,Bongor,1282
Chad,NA,Pala,1283
Chad,NA,Sarh,1284
Chad,NA,Maro,1285
Chad,NA,Kyabe,1286
Chad,NA,Koumra,1287
Chad,NA,Moissala,1288
Chad,NA,Peni,1289
Chad,NA,Abeche,1290
Chad,NA,Abdi,1291
Chad,NA,Goz Beida,1292
Chad,NA,Amdam,1293
Chad,NA,La├»,1294
Chad,NA,K├ęlo,1295
Colombia,Antioquia,Medellin,1296
Colombia,Antioquia,San Vicente,1297
Colombia,Atlantico,Barranquilla,1298
Colombia,Bolivar,Cartagena,1299
Colombia,Boyaca,Tunja,1300
Colombia,Cauca,Popayan,1301
Colombia,Cesar,Valledupar,1302
Colombia,Cordoba,Monteria,1303
Colombia,Cundinamarca,Bogota,1304
Colombia,Meta,Villavicencio,1305
Colombia,Narino,Pasto,1306
Colombia,Norte De Santander,Cucuta,1307
Colombia,Quindio,Armenia,1308
Colombia,Santander,Bucaramanga,1309
Colombia,Sucre,Sincelejo,1310
Colombia,Valle Del Cauca,Cali,1311
Congo,Bouenza,Nkayi,1312
Congo,Cuvette,Owando,1313
Congo,Lekoumou,Sibiti,1314
Congo,Likouala,Bakandi,1315
Congo,Likouala,Monzombo,1316
Congo,Pool,Kinkala,1317
Congo,Point-Noire,Grand marché/Fond Ntié-Ntié/Nkouikou,1318
Congo,Brazzaville,Moungali,1319
Congo,Brazzaville,Ouenzé,1320
Congo,Brazzaville,Mikalou,1321
Congo,Brazzaville,Total,1322
Costa Rica,NA,National Average,1323
Cote d'Ivoire,Denguele,Odienne,1324
Cote d'Ivoire,Savanes,Korhogo,1325
Cote d'Ivoire,Comoe,Abengourou,1326
Cote d'Ivoire,Vallee Du Bandama,Bouake,1327
Cote d'Ivoire,Vallee Du Bandama,Katiola,1328
Cote d'Ivoire,District autonome de Yamoussoukro,Adjame,1329
Cote d'Ivoire,NA,Duekoue,1330
Cote d'Ivoire,NA,Daloa,1331
Cote d'Ivoire,Montagnes,Man,1332
Cote d'Ivoire,Montagnes,Danane,1333
Cote d'Ivoire,Montagnes,Guiglo,1334
Democratic Republic of the Congo,Bandundu,Bandundu ville,1335
Democratic Republic of the Congo,Bandundu,Kikwit,1336
Democratic Republic of the Congo,Bas-Congo,Boma,1337
Democratic Republic of the Congo,Bas-Congo,Matadi,1338
Democratic Republic of the Congo,Equateur,Mbandaka,1339
Democratic Republic of the Congo,Equateur,Gbadolite,1340
Democratic Republic of the Congo,Equateur,Inke,1341
Democratic Republic of the Congo,Equateur,Mole,1342
Democratic Republic of the Congo,Equateur,Libenge,1343
Democratic Republic of the Congo,Kasai Occidental,Tshikapa,1344
Democratic Republic of the Congo,Kasai Occidental,Kananga,1345
Democratic Republic of the Congo,Kasai Occidental,Zkele,1346
Democratic Republic of the Congo,Kasai Occidental,Dibumba,1347
Democratic Republic of the Congo,Kasai Occidental,Kamalenga,1348
Democratic Republic of the Congo,Kasai Occidental,Mwetshi,1349
Democratic Republic of the Congo,Kasai Occidental,Mashala,1350
Democratic Republic of the Congo,Kasai Occidental,Kajiba,1351
Democratic Republic of the Congo,Kasai Occidental,Kalombo,1352
Democratic Republic of the Congo,Kasai Occidental,Tshibamba,1353
Democratic Republic of the Congo,Kasai Occidental,Banga Lubaka,1354
Democratic Republic of the Congo,Kasai Oriental,Mwene-Ditu,1355
Democratic Republic of the Congo,Kasai Oriental,Mbuji-mayi,1356
Democratic Republic of the Congo,Katanga,Kalemie,1357
Democratic Republic of the Congo,Katanga,Lubumbashi,1358
Democratic Republic of the Congo,Katanga,Kabalo,1359
Democratic Republic of the Congo,Katanga,Moba,1360
Democratic Republic of the Congo,Katanga,Kamina,1361
Democratic Republic of the Congo,Katanga,Kolwezi,1362
Democratic Republic of the Congo,Katanga,Likasi,1363
Democratic Republic of the Congo,Katanga,Pweto,1364
Democratic Republic of the Congo,Kinshasa,Kinshasa,1365
Democratic Republic of the Congo,Maniema,Kindu,1366
Democratic Republic of the Congo,Nord-Kivu,Goma,1367
Democratic Republic of the Congo,Nord-Kivu,Beni,1368
Democratic Republic of the Congo,Nord-Kivu,Butembo,1369
Democratic Republic of the Congo,Nord-Kivu,Mweso,1370
Democratic Republic of the Congo,Nord-Kivu,Nyanzale,1371
Democratic Republic of the Congo,Orientale,Bunia,1372
Democratic Republic of the Congo,Orientale,Kisangani,1373
Democratic Republic of the Congo,Orientale,Isiro,1374
Democratic Republic of the Congo,Orientale,Zongo,1375
Democratic Republic of the Congo,Sud-Kivu,Uvira,1376
Democratic Republic of the Congo,Sud-Kivu,Bukavu,1377
Democratic Republic of the Congo,Sud-Kivu,Lusenda,1378
Democratic Republic of the Congo,Sud-Kivu,Baraka,1379
Djibouti,Ali Sabieh,Ali Sabieh,1380
Djibouti,Dikhil,Dikhil,1381
Djibouti,Djibouti,Arta,1382
Djibouti,Obock,Obock,1383
Djibouti,Tadjourah,Tadjourah,1384
Dominican Republic,NA,National Average,1385
Egypt,NA,National Average,1386
El Salvador,NA,National Average,1387
El Salvador,NA,Ahuachapan,1388
El Salvador,NA,Sensuntepeque,1389
El Salvador,NA,Chalatenango,1390
El Salvador,NA,Cojutepeque,1391
El Salvador,NA,Zacatecoluca,1392
El Salvador,NA,La Union,1393
El Salvador,NA,San Francisco Gotera,1394
El Salvador,NA,San Miquel,1395
El Salvador,NA,San Salvador,1396
El Salvador,NA,San Vicente,1397
El Salvador,NA,Santa Ana,1398
El Salvador,NA,Sonsonate,1399
El Salvador,NA,Usulutan,1400
Ethiopia,Addis Ababa,Addis Ababa,1401
Ethiopia,Afar,Abaala,1402
Ethiopia,Afar,Asayta,1403
Ethiopia,Amhara,Robit,1404
Ethiopia,Amhara,Abomsa,1405
Ethiopia,Amhara,Bati,1406
Ethiopia,Amhara,Kobo,1407
Ethiopia,Amhara,Baher Dar,1408
Ethiopia,Amhara,Desse,1409
Ethiopia,Amhara,Gonder,1410
Ethiopia,Amhara,Ajeber,1411
Ethiopia,Amhara,Ebinat,1412
Ethiopia,Amhara,Mota,1413
Ethiopia,Amhara,Sekota,1414
Ethiopia,Amhara,Debre Markos,1415
Ethiopia,Amhara,Bure,1416
Ethiopia,Amhara,Debre Birhan,1417
Ethiopia,Amhara,Debark,1418
Ethiopia,Beneshangul Gumu,Assosa,1419
Ethiopia,Dire Dawa,Dire Dawa,1420
Ethiopia,Gambela,Gambela,1421
Ethiopia,Gambela,Meti,1422
Ethiopia,SNNPR,Gamo Gofa,1423
Ethiopia,SNNPR,Hossana,1424
Ethiopia,SNNPR,Sodo,1425
Ethiopia,SNNPR,Wonago,1426
Ethiopia,SNNPR,Amaro,1427
Ethiopia,SNNPR,Karati,1428
Ethiopia,SNNPR,Turmi,1429
Ethiopia,SNNPR,Aroresa,1430
Ethiopia,SNNPR,Awassa Zuriya,1431
Ethiopia,Tigray,Alamata,1432
Ethiopia,Tigray,Korem,1433
Ethiopia,Tigray,Abi Adi,1434
Ethiopia,Tigray,Wekro,1435
Ethiopia,Tigray,Mekele,1436
Ethiopia,Tigray,Humera,1437
Ethiopia,Tigray,Adwa,1438
Ethiopia,Tigray,Adigrat,1439
Ethiopia,Tigray,Hawzien,1440
Ethiopia,Tigray,Sik'ela,1441
Ethiopia,Oromia,Babile,1442
Ethiopia,Oromia,Beddenno,1443
Ethiopia,Oromia,Deder,1444
Ethiopia,Oromia,Wolenchiti,1445
Ethiopia,Oromia,Bedessa,1446
Ethiopia,Oromia,Delo,1447
Ethiopia,Oromia,Yabelo,1448
Ethiopia,Oromia,Ambo,1449
Ethiopia,Oromia,Robe,1450
Ethiopia,Oromia,Jimma,1451
Ethiopia,Oromia,Shashemene,1452
Ethiopia,Oromia,Assela,1453
Ethiopia,Oromia,Kersa,1454
Ethiopia,Oromia,Merti,1455
Ethiopia,Oromia,Nekempt,1456
Ethiopia,Oromia,Woliso,1457
Ethiopia,Oromia,Ziway,1458
Ethiopia,Oromia,Nazareth,1459
Ethiopia,Oromia,Derashe,1460
Ethiopia,Oromia,Gordamole,1461
Ethiopia,Somali,Gode,1462
Ethiopia,Somali,Jijiga,1463
Gambia,Central River,Bansang,1464
Gambia,Central River,Kaur Wharf Town,1465
Gambia,Central River,Kuntaur,1466
Gambia,Central River,Wellingara,1467
Gambia,Central River,BrikamaBa,1468
Gambia,Central River,Wassu,1469
Gambia,Central River,Jarreng,1470
Gambia,Lower River,Kwinella Nya Kunda,1471
Gambia,Lower River,Soma,1472
Gambia,North Bank,Essau / Barra,1473
Gambia,North Bank,Farafenni,1474
Gambia,North Bank,Kerewan,1475
Gambia,North Bank,Ker Pate Kore,1476
Gambia,North Bank,Lamin,1477
Gambia,North Bank,Ndugu Kebbeh,1478
Gambia,Upper River,Basse Santa su,1479
Gambia,Upper River,Sare Ngai,1480
Gambia,Upper River,Sare Bojo,1481
Gambia,West Coast,Brikama,1482
Gambia,West Coast,Sibanor,1483
Gambia,West Coast,Gunjur,1484
Gambia,West Coast,Kalagi,1485
Gambia,Kanifing Municipal Council,Bakau,1486
Gambia,Kanifing Municipal Council,Banjul,1487
Gambia,Kanifing Municipal Council,Latri kunda,1488
Gambia,Kanifing Municipal Council,Serrekunda,1489
Georgia,Tbilisi,Tbilisi,1490
Ghana,Ashanti,Kumasi,1491
Ghana,Ashanti,Obuasi,1492
Ghana,Ashanti,Ejura,1493
Ghana,Brong Ahafo,Sunyani,1494
Ghana,Brong Ahafo,Techiman,1495
Ghana,Brong Ahafo,Badu,1496
Ghana,Brong Ahafo,Kajeji,1497
Ghana,Brong Ahafo,Kintampo,1498
Ghana,Brong Ahafo,Yeji,1499
Ghana,Central,Cape Coast,1500
Ghana,Central,Mankessim,1501
Ghana,Eastern,Koforidua,1502
Ghana,Greater Accra,Accra,1503
Ghana,Greater Accra,Tema,1504
Ghana,Northern,Tamale,1505
Ghana,Northern,Banda,1506
Ghana,Northern,Bimbilla,1507
Ghana,Northern,Bunkprugu,1508
Ghana,Northern,Gushegu,1509
Ghana,Northern,Kpandai,1510
Ghana,Northern,Nalerigu,1511
Ghana,Northern,Saboba,1512
Ghana,Northern,Yendi,1513
Ghana,Northern,Zabzugu,1514
Ghana,Upper East,Bolga,1515
Ghana,Upper East,Bawku,1516
Ghana,Upper East,Bongo,1517
Ghana,Upper East,Fumbisi,1518
Ghana,Upper East,Garu,1519
Ghana,Upper East,Navrongo,1520
Ghana,Upper West,Wa,1521
Ghana,Upper West,Jirapa,1522
Ghana,Upper West,Lawra,1523
Ghana,Upper West,Nadowli,1524
Ghana,Upper West,Tumu,1525
Ghana,Upper West,Wichau,1526
Ghana,Volta,Ho,1527
Ghana,Volta,Dambai,1528
Ghana,Volta,Kadjebi,1529
Ghana,Volta,Kete Krachi,1530
Ghana,Volta,Kpassa,1531
Ghana,Volta,Nkwanta,1532
Ghana,Western,Sekondi/Takoradi,1533
Guatemala,NA,National Average,1534
Guatemala,NA,La Terminal,1535
Guinea,Boke,Koundara,1536
Guinea,Boke,Boke,1537
Guinea,Boke,Tanène,1538
Guinea,Conakry,Yéguéma,1539
Guinea,Conakry,Yimbaya marché,1540
Guinea,Conakry,Concasseur,1541
Guinea,Conakry,Madina,1542
Guinea,Faranah,Faranah,1543
Guinea,Faranah,Kissidougou,1544
Guinea,Kankan,Dibida (Kankan),1545
Guinea,Kindia,Kindia,1546
Guinea,Labe,Marché central (Labé),1547
Guinea,Mamou,Mamou,1548
Guinea,Nzerekore,Grand marché (Nzerekore),1549
Guinea,Nzerekore,Lola,1550
Guinea,Nzerekore,Beyla,1551
Guinea,Nzerekore,Macenta,1552
Guinea,Nzerekore,Gueckedou,1553
Guinea-Bissau,Bafata,Kirintim,1554
Guinea-Bissau,Bafata,Nhambane,1555
Guinea-Bissau,Sector Autonomo De Bissau,Bandim,1556
Haiti,Artibonite,Gonaives,1557
Haiti,Centre,Hinche,1558
Haiti,Grande Anse,Jeremie,1559
Haiti,Nord,Cap-Haitien,1560
Haiti,Nord Est,Ouanaminthe,1561
Haiti,Nord Ouest,Port-de-Paix,1562
Haiti,Ouest,Port-au-Prince,1563
Haiti,Sud,Cayes,1564
Haiti,Sud Est,Jacmel,1565
Honduras,NA,National Average,1566
Indonesia,NA,National Average,1567
Iran  (Islamic Republic of),Tehran,Tehran Market,1568
Iraq,NA,National Average,1569
Iraq,NA,Alanbar,1570
Iraq,NA,Basra,1571
Iraq,NA,Al-Muthana,1572
Iraq,NA,Wasit,1573
Iraq,NA,Qadisyia,1574
Iraq,NA,Najaf,1575
Iraq,NA,Erbil,1576
Iraq,NA,Kerkuk,1577
Iraq,NA,Babylon,1578
Iraq,NA,Baghdad,1579
Iraq,NA,Thi Qar,1580
Iraq,NA,Dohuk,1581
Iraq,NA,Dyala,1582
Iraq,NA,Karbala,1583
Iraq,NA,Missan,1584
Iraq,NA,Mosul,1585
